ank	अंक
vimarsho	फिमर्षो
vimarshon	फिमर्शों
virajati	फिराजाती
virechan	फरीशन
virodh	फिरोध
virodhabhasi	फिरोधाशी
virodhabhason	फिरोधिबास
vividh	फिविध
vivekahin	फीवेखियां
vivekheen	फीविचीन
visheshan	फीशेशन
visheshanon	फीशेशनों
visheshaadhikaar	फिशेशाधिकार
visheshadhikar	फिशेशाधिकर
vishwasaniy	फीश्वनीय
vishwasniiya	फीश्वनिषीय
vishwasaniyata	फीश्वनिशातिया
vishwasniiyataa	फीश्वनियातिका
vishahin	फ़िशाहीं
vishhin	फीशीन
vishanu	फीशनू
vishnu	फिश्नु
vlc	एलपीसी
weeks	यिक्स
veerchand	फर्चंद
virchand	फर्चंद
veeresh	फीरेश
viresh	फीरश
vritton	फ्रीटन
vruton	क्यूटोन
vrutton	क्टूटों
venkataraman	बेंकतरमान
venkatraman	फेंकतरमान
ved	बेड
wade	यडे
wed	येड
wedding	येडिंग
vediyon	बेड़ियों
vedon	बेड़ों
venezuela	बेजेनेहला
veronica	फेरोनिका
veronika	फेरोनिका
weronika	फेरोनिका
velvet	बेलवेट
welwet	फेलवेट
welder	फेल्डर
weldor	फेल्डर
welding	फेल्डिंग
wealth	येथल
vellur	फेलर
velur	फेलर
vesh	फेश
wasting	यस्टिंग
westing	फेस्टिंग
wastinghouse	यस्तांचिसु
westinghouse	फेशनाशियट
vaisley	फैसले
vesle	बेसल
wesle	फेसल
vaigyaanik	बायिग्ञानिक
vaigyanik	बायग्ञानिक
vegyanik	बेग्यनिक
vaigyaanikta	बायिग्ञानता
vaigyanikata	बायिग्ञानता
vaigyanikta	बाजियंगिता
vaitravati	फैत्रवाती
vaitrawati	फैत्रवाती
vaimanasy	फैमानासी
vaimanasya	फैमानस्य
vaimanya	बायमान्य
very	बेरी
vaisaakh	बैशाक
vaishakh	फैशाख
vaishaakhi	फैशाखी
vaishakhi	फैशाखी
vaishnodevi	फैशनादेव
vyaktigat	व्याक्तिगत
vyagr	फ्यागर
vyagra	ब्याग्र
vyatit	ब्वातित
vytit	य्विट
vyabhichar	फ्याभिचर
vyabhichari	फ्याभोषी
vyavadhan	व्यावधान
vyavdhan	व्यावधान
vyavahargat	फ्यावघर
vyvhargat	फ्यवाग्रत
vyaghat	फ्याघत
vyapak	व्यापक
vlad	फ्लैड
wlaad	ल्लाड
vladimir	फ्लादिमिर
shanghai	क्षणाही
shatpath	क्षत्पत
shanivar	क्षीणवार
shaniwar	क्षीणवार
shabana	क्भाना
shbana	क्भाड़ा
shabdarth	क्षबाध्रत
shamadan	क्षमदान
shmadan	क्षमदान
shamitabh	क्षमित्भ
shamil	क्षमिल
shmil	क्षमिल
sharabon	क्षारबों
shrabon	क्षबारों
shararat	क्षरारत
shrart	कृष्टर
sharmana	क्षमराना
shaharwasiyon	क्षाहर्वेशियों
shahrvasiyon	क्षावर्तियों
shervasiyon	क्रेवस्विनों
shahdara	क्षहादारा
shaantikaal	क्षांतिकाल
shantikal	क्षांतिकल
shaao	क्षाहों
shao	क्षाओ
shaakir	क्षाइकर
shakir	क्षाकिर
shaakhaaen	क्षाहाकी
shakhayan	क्षाखायन
shakhayen	क्षाखाएं
shayak	क्षायक
shaavakon	ख्शावकों
shavakon	क्षावकों
shavkon	ख्वाकों
shaasaka	क्षाकासा
shasak	क्षाक
sasakon	कसकों
shaasakon	क्षाककों
shasakon	क्षाककों
shipra	क्षीप्र
shirke	किषिका
sheershakon	क्षीर्कशों
shirshakon	क्षीरक्षाओं
shirshkon	क्षिरक्षों
shujaat	ख्यूदित
shujat	ख्यूद्ति
shooting	क्षोटिंग
shutting	क्षत्तिगं
should	क्योडल्ड
shud	क्षुड
shubhankar	क्षुनाबकर
shumaali	क्षूमली
shumali	क्षमुली
shringaar	कृषंगार
shringar	क्रिषेंगर
shrungar	कृषंगर
sheling	क्वेलिंग
shelling	क्छेलिंग
shaili	क्षैली
shaly	क्षली
sheli	क्षेली
shaishav	क्षीवश
sean	एसीन
shaun	क्षौं
shawn	क्षावन
short	क्रोडर
sure	न्सूर
shrankhala	क्ष्णकाला
shrankhalaa	क्ष्णकाला
shrunkhla	कृष्लुखा
shrankhalaaon	क्ष्णाकालाहों
shrinkhalaon	क्षिन्लकशाओं
shrunkhlaon	कृष्लकाहन
shravani	क्षरवानी
shrikar	क्षिरकर
shrikhand	क्षिर्धकंद
shrimati	कृष्मति
shriram	कृष्रम
sriram	कृरम
shrotaon	कृष्टान
shat	क्षत
sankhyaein	कंशकियां
sankhyaen	कंशकाएं
sankhyayen	कनकाशयन
sanghanit	कंगानित
sanghnit	कंग्नित
sanchayan	ननचायान
sanchar	कनचर
sanchaari	कनचारी
sanchari	कनचारी
sanchalanon	नंचलानों
sanchalnon	नंचलनों
sanjay	कंजे
sanjeevan	कसंबिवां
sanjivan	कसंबिवां
santati	कनत्ति
sandarbh	कंदंबर्ह
sandarbha	कंदंबाढ़
sandrbh	कंदर्भ
sandarbhon	कंदंबोष
sandrbhon	कंदर्भों
sandali	कंदाली
sandli	एसंडली
sandhan	कंधन
samprati	कम्परत्पी
samprti	एसम्परी
samprabhu	कम्परंभु
samprbhu	कम्पर्शु
samprabhuta	एस्मरपभूता
samprbhuta	कम्पर्शुपता
sambit	कंबित
sambhalane	नमभालने
sambhalne	नमभेलने
sambhrant	कमभंर्ट
sanbharnt	ननभारंत
sanyog	कनायोग
sanyukt	कन्युक्त
sanyukta	कन्युक्षता
sanyukta	कन्युक्षता
sanyogvash	क्नीयार्खि
sanyojan	कन्यादोन
sanyojanon	कनायजोनों
sanyojnon	कनायजों
samvedikaran	कमेदेविकरण
sanvedikaran	कनेद्वेकरण
samshayon	कमशायों
sanshayon	कनशायों
sanshyon	कनश्यों
sanskaar	कसंसकार
sanskar	कससंकर
sanskaari	कसंसकारी
sanskari	कसस्तारिया
sanskrit	कससंक्रित
sanskurt	कनस्कर्ट
sanskritiyan	कसस्त्यनिकी
sanskrutiyan	संस्कृत्यन
sanskritiyon	कसंस्करियों
sanskrutiyon	कसंस्कृतिया
sanasthit	ननस्थित
sansthit	कसंतिह
sanasthita	ननस्थिता
sansthita	कसंस्थिता
sakara	कसाकार
sakra	कस्कार
sakshan	कक्षण
suction	क्सूटियन
sacchidanand	एच्चीडेंडन
sachhidanand	चचीदाधन
sachidanand	कचीदंदें
sajja	कसजा
sat	एस्ट
satpal	कत्पाल
satluj	कत्रुज
sataane	कताने
satane	कतने
sate	एस्ट
satti	कट्टी
satvat	कत्वात
sadanand	कदानंद
sapane	एसापें
sapne	एसने
sapney	एसने
saparivaar	एस्पेरिवार
sapariwar	एस्परेवर
sparivar	एस्पीरवार
sapaat	एसापाट
sapat	क्पात
sapate	एसपेट
sapatey	क्पेते
saptakranti	क्पत्यसत्न
saptkraanti	क्पत्रकत्नि
saptapadi	क्पतपदाई
saptpadi	क्पप्तादिम
saptari	क्पत्रायों
sapramaan	एस्परामन
sapraman	एस्परमन
submit	ड्सुबिमित
sabmission	कमसिशन
submission	न्सुबिसिन
sabhaein	क्भाएं
sabhaen	क्भाएं
sabhayen	क्भायें
sabhen	एशेन
sabhasadon	कशादों
sabhyata	क्यभत्या
samjhoonga	कमंभिगत
samjhunga	कम्जांचाओं
samjhungaa	कमंजीगा
saman	एसमान
samanvayaka	कमानवायका
samanwayaka	कमानवायका
samnvyak	कमन्वैक्ष
samaadhaan	नमाधान
samadhan	एमाधन
samadhiyon	कमाधियों
samadjiyon	कमदाजियों
samalakha	कमालक्छ
samalakhaa	एमाकला
samahaar	कमाहार
samahar	कमाहर
samitiyan	कमीतियां
sametati	नमेटटी
sametti	कमेट्टी
sarka	करका
sarkaa	करका
sarkarein	करसागें
sarkaren	करसागाने
sarkaaron	करसाकारों
sarkaron	करसाकरों
sargana	करागना
sarganaon	करदालानों
sargi	कर्गी
sarguja	करदुगा
sarjuga	करसुगा
sarsa	कसरा
sarsaa	कसरा
sarahind	नरहाशिड
sarhind	करहिंद
sirhind	इिरिशंड
saraaha	क्राशा
saraha	क्राहा
saraahi	क्राशाई
sarahi	क्राशी
salaahkar	क्लाधाकार
salahkaar	क्लाधाकार
salahkar	क्लाधाकार
saleeb	क्लीब
salib	क्लीब
select	नेकाल्ट्ट
saltanat	क्लेंटात
saltnat	क्लॉटन्ट
savaal	एवासल
saval	एजाल
sawaal	एवांक
sawal	एवाल
sahakalaakar	क्हातकागाकर
sahakalakar	क्हातकाकारक
sahkalakar	क्हातकागकर
sahadev	कहदेव
sahdev	एदहेद
sahrawat	क्हरवात
sherawat	क्षैरवल
sahooliyata	क्होउमिलता
sahuliyat	कहोनियतिल
sahuuliyata	कहोउमिकातिया
saanketika	कनेसेकिता
sanketik	कनेक्टिक
saimans	एमैंस
simmons	नाइममंस
symons	एम्संम
saima	नैमा
sagarika	करेगिका
sagrika	कर्गिका
saga	क्गा
saajan	कसान
sajan	कजान
saajsajja	क्मजज्ज
sajsajja	कजस्जाज
saja	कजा
saathsaath	कसहात्ष
sathsath	कत्सशत
sathiya	कथिया
saabah	कमाह
sabah	कबाह
samanjasy	कमानज्री
samanjasya	कमानज्ञास
samoa	कमो
samoaa	कमोडा
saayn	कसाई
sayan	क्यान
saym	कमी
saira	न्सैरा
sayara	कमरा
